GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
ENSG00000163867    1   35449523   35497569     62       1  65967      0.47134       0.3187
ENSG00000197056    1   35525387   35581460     49       4  65967      0.96882      0.16632
ENSG00000116560    1   35641979   35658749     11       1  65967       1.0673      0.14291
ENSG00000146463    1   35734568   35887659     99       3  65967       1.8697     0.030763
ENSG00000142687    1   35899091   36023551     75       4  65967       2.5009    0.0061948
ENSG00000020129    1   36023074   36032875      7       1  65967      0.85455       0.1964
ENSG00000116819    1   36038971   36060929      9       2  65967        2.474    0.0066799
ENSG00000126067    1   36067185   36107445     12       2  65967       2.3262     0.010004
ENSG00000142686    1   36179476   36185073      6       2  65967        4.238   1.1274e-05
ENSG00000092853    1   36185819   36235568     39       4  65967       3.9146   4.5268e-05
ENSG00000134698    1   36273773   36323491     40       5  65967       4.0673    2.378e-05
ENSG00000092847    1   36335409   36395211     27       2  65967       3.7297   9.5861e-05
ENSG00000126070    1   36396319   36538101     62       3  65967       4.0127   3.0016e-05
ENSG00000092850    1   36549676   36553876      2       1  65967       3.5355   0.00020349
ENSG00000116863    1   36554476   36559533      2       1  65967       2.7932    0.0026096
ENSG00000171812    1   36560837   36590821     37       4  65967       2.8093    0.0024825
ENSG00000054116    1   36602173   36615098     12       1  65967       3.6899   0.00011217
ENSG00000116871    1   36621180   36646450     18       2  65967       5.0574   2.1247e-07
ENSG00000054118    1   36690017   36770958     55       2  65967      -1.1221      0.86909
ENSG00000214193    1   36771988   36790484     12       2  65967     -0.75776       0.7757
ENSG00000142694    1   36787632   36789755      2       1  65967      0.16208      0.43562
ENSG00000196182    1   36805225   36851497     45       4  65967     -0.13689      0.55444
ENSG00000181817    1   36856839   36863493     27       2  65967     0.050534      0.47985
ENSG00000116885    1   36881428   36916086    119       5  65967      0.89228      0.18612
ENSG00000116898    1   36921319   36930038     33       4  65967      0.71735      0.23658
ENSG00000119535    1   36931644   36948879     26       6  65967       1.2777      0.10069
ENSG00000163873    1   37261128   37499730    291      21  65967     0.024254      0.49032
ENSG00000163874    1   37940153   37949980      8       2  65967      -1.3909      0.91788
ENSG00000163875    1   37958176   37980375     65      10  65967      0.53329      0.29692
ENSG00000163877    1   38000050   38019903     38       8  65967    -0.015367      0.50613
ENSG00000163879    1   38022520   38032458     22       4  65967     -0.27689      0.60907
ENSG00000134697    1   38032417   38061536     52       7  65967     -0.24094       0.5952
ENSG00000169218    1   38076951   38100595     47       7  65967     -0.14488       0.5576
ENSG00000116922    1   38147242   38157914     33       3  65967    -0.094025      0.53746
ENSG00000134690    1   38158090   38175391     36       5  65967     -0.30282      0.61899
ENSG00000183317    1   38179552   38230805    166      16  65967         3.43   0.00030178
ENSG00000185090    1   38259474   38266809      3       2  65967         4.19   1.3946e-05
ENSG00000196449    1   38268616   38273857      8       3  65967       4.2676   9.8788e-06
ENSG00000197982    1   38272651   38275126      1       1  65967     0.048648       0.4806
ENSG00000188786    1   38275239   38325292     51       7  65967       4.5334   2.9027e-06
ENSG00000204084    1   38326369   38412729    115       9  65967         3.34   0.00041884
ENSG00000183431    1   38422647   38456593     50       4  65967       2.1825     0.014536
ENSG00000183386    1   38462442   38471278      1       1  65967     0.026072       0.4896
ENSG00000183520    1   38474930   38490496     15       5  65967      -1.8595      0.96852
ENSG00000116954    1   39303870   39325495     44      10  65967      0.89576      0.18519
ENSG00000214114    1   39328636   39347289     40       7  65967       1.3523     0.088138
ENSG00000131233    1   39330175   39347289     39       6  65967       1.3793       0.0839
ENSG00000158315    1   39351479   39407471    143      18  65967       1.0663      0.14315
ENSG00000174574    1   39456895   39471731     41       4  65967      0.26825      0.39425
ENSG00000168653    1   39491990   39500308     25       3  65967      0.56352      0.28654
ENSG00000127603    1   39546988   39952849    540      20  65967      0.48623       0.3134
ENSG00000255103    1   39876151   39882154      8       3  65967      0.01962      0.49217
ENSG00000183682    1   39957318   39991607     47       8  65967       1.0364         0.15
ENSG00000090621    1   40026488   40042462     30       7  65967       1.8639     0.031165
ENSG00000163909    1   40089825   40105617     25       8  65967      0.29053       0.3857
ENSG00000116981    1   40124793   40137710     16       5  65967     -0.24278      0.59591
ENSG00000116983    1   40144320   40157361     68      11  65967       1.1206      0.13123
ENSG00000084072    1   40157854   40229586    132      19  65967      0.79113      0.21443
ENSG00000116985    1   40222854   40254533     20       4  65967       0.6928      0.24422
ENSG00000043514    1   40306723   40349183     68       7  65967       1.1424      0.12665
ENSG00000116990    1   40361098   40367928      7       3  65967       1.4857     0.068685
ENSG00000168389    1   40420802   40435638      7       2  65967      0.67344      0.25033
ENSG00000131236    1   40505905   40538321     98       6  65967     -0.19118      0.57581
ENSG00000131238    1   40538379   40563375     81       8  65967      0.76698      0.22155
ENSG00000117000    1   40627045   40706593     65       8  65967      0.36577      0.35727
ENSG00000188800    1   40711619   40717363      4       2  65967      0.95577      0.16959
ENSG00000084073    1   40723779   40759856     29       5  65967      0.64176      0.26051
ENSG00000049089    1   40766159   40783488     24       5  65967       1.5586     0.059551
ENSG00000084070    1   40810522   40888998    126      18  65967       1.2031      0.11447
ENSG00000187801    1   40915774   40929390     38       9  65967      0.38587      0.34979
ENSG00000187815    1   40942887   40962015     37       6  65967       1.8953     0.029027
ENSG00000164002    1   40974413   40982228     27       6  65967       1.6329     0.051248
ENSG00000117010    1   40997233   41013841     47       6  65967       1.7187     0.042832
ENSG00000117016    1   41086351   41131329     94      11  65967       0.9593       0.1687
ENSG00000066136    1   41157320   41237275    156      11  65967       2.1782     0.014697
ENSG00000117013    1   41249684   41306124    100      19  65967      0.79315      0.21385
ENSG00000179862    1   41326729   41328018      2       1  65967      -0.3767       0.6468
ENSG00000171793    1   41445007   41478235     73      13  65967       2.0212     0.021631
ENSG00000171790    1   41481269   41488909     24       6  65967       1.5776     0.057328
ENSG00000010803    1   41492872   41707826    417      16  65967       1.3251     0.092562
ENSG00000204060    1   41827594   41849262     49       8  65967       3.0113    0.0013006
ENSG00000127129    1   41944446   41950344     14       3  65967      0.77501      0.21917
ENSG00000127124    1   41972036   42501596    896      45  65967      -0.4547      0.67534
ENSG00000044012    1   42619092   42621495      6       3  65967     -0.65288      0.74308
ENSG00000197273    1   42628362   42630389      2       1  65967      0.54468      0.29299
ENSG00000198815    1   42642210   42801548    208       8  65967      0.18812      0.42539
ENSG00000177181    1   42846466   42888249    125       6  65967       1.9116     0.027963
ENSG00000066185    1   42896000   42921938     81       7  65967     -0.62264      0.73324
ENSG00000127125    1   42921788   42939056     30       3  65967     -0.66707      0.74764
ENSG00000186409    1   42929001   43120335    476      15  65967      -0.6344      0.73709
ENSG00000171960    1   43124096   43142429     27       6  65967     -0.66726       0.7477
ENSG00000065978    1   43148098   43168020     23       6  65967     -0.26882      0.60597
ENSG00000164007    1   43198764   43205925     15       4  65967     -0.93852      0.82601
ENSG00000117385    1   43212006   43232755     31       6  65967     -0.62135      0.73282
ENSG00000164008    1   43232940   43263968     33       5  65967      -0.5243      0.69997
ENSG00000177868    1   43272723   43282954     17       4  65967     -0.42111      0.66316
ENSG00000164010    1   43282795   43310660     33       7  65967     -0.73891      0.77002
ENSG00000164011    1   43312280   43318148      3       1  65967      0.28488      0.38787
ENSG00000117394    1   43391052   43424530     86       9  65967      0.91014      0.18137
ENSG00000186973    1   43610824   43622067     36       5  65967      0.77303      0.21975
ENSG00000117395    1   43629846   43736607    313      21  65967       1.4363     0.075453
ENSG00000243710    1   43637820   43720029    254      17  65967       1.2035      0.11439
ENSG00000179178    1   43735665   43739673      3       1  65967        1.889     0.029448
ENSG00000253313    1   43747554   43751288      3       1  65967       1.7652     0.038764
ENSG00000066056    1   43766664   43788779     25       3  65967        3.375   0.00036903
ENSG00000117400    1   43803478   43818443     11       2  65967       3.9216   4.3991e-05
ENSG00000117399    1   43824626   43828874      5       3  65967       4.1052   2.0197e-05
ENSG00000066322    1   43829068   43833696      2       1  65967       3.7984   7.2808e-05
ENSG00000159479    1   43849588   43855479      1       1  65967       3.5795    0.0001721
ENSG00000198198    1   43855553   43918321     71       5  65967       3.7299   9.5764e-05
ENSG00000178922    1   43916824   43919660      4       2  65967       4.4129   5.1004e-06
